instname,state,zip,control,medical,hospital,fte_count,tuition,revenue,tuition_discount,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg,loan_num,loan_pct,loan_avg_amount,fee01_tf,tuition02_tf,tuition03_tf,fee05_tf,tuition06_tf,tuition07_tf,total01,assets06,liabilities07,assets11,land04,assets15,endow02m,assets16,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,firstprofdegrees,awardslessthan1yr,awards1yrto2yr,awards2yrto4yr,postbacccertificates,postmastcertificates,firstprofcertificates,postmastFPcert,totaldegrees,grad_rate_150_n,grad_rate_150_p,ugentering,fall_total_undergrad,total_full_time_undergraduates,total_full_time_graduates,total_full_time_postbacc,total_full_time,total_part_time_undergraduates,total_part_time_graduates,total_part_time_postbacc,total_part_time,total_undergraduates,total_graduates,total_postbacc,total_enrollment,total_enrollment_amin_tot,total_enrollment_asian_tot,total_enrollment_black_tot,total_enrollment_hisp_tot,total_enrollment_white_tot,total_enrollment_multi_tot,total_enrollment_unkn_tot,total_enrollment_nonres_tot,ftall03ug,ftall04ug,ftall05ug,ftall06ug,ftall08ug,ftall09ug,ftall10ug,ftall11ug,ftall12ug,ftall13ug,ftall14ug,ftall03gr,ftall04gr,ftall05gr,ftall06gr,ftall08gr,ftall09gr,ftall10gr,ftall11gr,ftall12gr,ftall13gr,ftall14gr,ftall03,ftall04,ftall05,ftall06,ftall08,ftall09,ftall10,ftall11,ftall12,ftall13,ftall14,ptall03ug,ptall04ug,ptall05ug,ptall06ug,ptall08ug,ptall09ug,ptall10ug,ptall11ug,ptall12ug,ptall13ug,ptall14ug,ptall03gr,ptall04gr,ptall05gr,ptall06gr,ptall08gr,ptall09gr,ptall10gr,ptall11gr,ptall12gr,ptall13gr,ptall14gr,ptall03,ptall04,ptall05,ptall06,ptall08,ptall09,ptall10,ptall11,ptall12,ptall13,ptall14,applcn,applcnm,applcnw,admssn,admssnm,admssnw,enrlt,enrlm,enrlw,applicantcount,admitcount,enrollftcount,enrollptcount,actcm25,actcm75,acten25,acten75,actmt25,actmt75,satmt25,satmt75,satvr25,satvr75,ftall1,ptall1,ft_faculty_per_100fte,pt_faculty_per_100fte,all_employees,ft_faculty_salary,full_time_employee_100fte,full_time_faculty_share,faculty_instr_headcount,LONGITUD,LATITUDE
Presentation College,South Dakota,57401-1280,2,2,2,535.107109,7971850,11119653,0.214619818,71,99,31,43,2366,16,22,1367,58,81,3139,56,78,3998,0,14250,14250,,,,13037679,24094744,6324385,17770359,504703,17770359,,14708254,24,98,,,,,9,,,,,,122,25,0.396825397,250,679,442,,,442,237,,,237,679,,,679,55,4,10,6,491,,113,0,1,83,120,122,46,29,21,14,6,,,,,,,,,,,,,,1,83,120,122,46,29,21,14,6,,,22,22,13,31,49,33,28,26,13,,,,,,,,,,,,,,22,22,13,31,49,33,28,26,13,,,176,50,126,134,39,95,78,21,57,176,134,72,6,19,23,17,22,16,23,,,,,39,30,7.288260489,5.606354222,134,39667.94872,18.68784741,0.565217391,39,-98.487934,45.481074
South Dakota School of Mines and Technology,South Dakota,57701-3995,1,2,2,1881.498022,13639765,67628263,0.167990724,337,94,104,29,5282,92,26,953,238,66,2275,225,63,6293,4080,2750,4130,3270,3340,7060,68003839,87007141,35619904,51387237,3201215,51387237,,,6,270,52,5,,,,,,,,,333,145,0.450310559,601,1912,1506,182,182,1688,406,82,82,488,1912,264,264,2176,68,29,14,37,1782,,129,117,6,540,471,329,102,37,10,7,4,,0,,,2,78,68,16,6,8,4,,,6,540,473,407,170,53,16,15,8,,0,6,57,73,91,85,44,17,19,6,,8,,,0,10,40,16,5,7,4,,,6,57,73,101,125,60,22,26,10,,8,933,722,208,777,601,176,362,291,71,933,777,361,1,24,28,21,27,25,29,550,670,500,630,126,18,6.696791521,9.992038142,511,74537.28571,16.05103999,0.401273885,126,-103.207304,44.076214
South Dakota State University,South Dakota,57007-1898,1,2,2,10367.4008,64151589,238193272,0.125886313,1910,93,625,31,4654,482,24,974,1083,53,2100,1440,70,6555,3404,2751,4124,2723,3336,7062,241092010,339232973,109461023,229771950,13927100,229771950,,,19,1675,279,30,70,,,,,0,,0,2073,1052,0.547631442,3399,10794,8579,505,505,9084,2215,1077,1077,3292,10794,1582,1582,12376,249,127,134,112,10530,,769,455,14,3198,3134,1690,360,109,38,27,9,0,0,,,8,265,148,46,15,16,7,0,0,14,3198,3142,1955,508,155,53,43,16,0,0,31,228,357,502,502,256,130,153,52,3,1,,,1,187,361,187,111,143,84,2,1,31,228,358,689,863,443,241,296,136,5,2,4191,2076,2115,3917,1928,1989,2135,1043,1092,4191,3917,2050,85,20,26,19,25,19,26,,,,,608,205,5.864536462,7.282442481,2795,62544.88866,17.48750757,0.446074835,476,-96.78626,44.31697
University of Sioux Falls,South Dakota,57105-1699,2,2,2,1233.212335,23398567,24946542,0.368609667,272,100,104,38,5973,41,15,976,272,100,10078,223,82,8787,420,19870,19870,,,,20904958,85707067,36560787,49146280,7789896,49146280,,15483575,2,252,139,,,,,,,5,,5,393,121,0.512711864,377,1243,1015,6,6,1021,228,321,321,549,1243,327,327,1570,5,12,39,22,1492,,0,0,0,325,405,216,27,15,6,12,1,0,8,,,,0,2,2,2,0,0,,0,0,325,405,216,29,17,8,12,1,0,8,3,8,14,62,46,34,21,19,10,2,9,,,,26,101,48,48,37,11,,50,3,8,14,88,147,82,69,56,21,2,59,708,351,357,683,339,344,280,136,144,708,683,273,7,20,26,19,25,19,26,410,500,390,510,60,66,4.865342188,6.000588698,260,47621.58333,12.73097872,0.447761194,60,-96.738144,43.533074
Southeast Technical Institute,South Dakota,57107-1301,1,2,2,2142.254714,14692475,28502539,0.00823789,556,83,295,44,4010,53,8,3121,29,4,848,506,76,6513,1374,2016,2016,,,,23940660,26613630,1958978,24654652,5522834,24654652,,,413,,,,,109,145,74,,,,,413,219,0.378892734,1205,2489,1967,,,1967,522,,,522,2489,,,2489,77,27,52,34,2169,,130,0,7,745,440,267,214,91,63,77,21,,42,,,,,,,,,,,,7,745,440,267,214,91,63,77,21,,42,20,40,89,108,99,55,34,43,12,,22,,,,,,,,,,,,20,40,89,108,99,55,34,43,12,,22,,,,,,,,,,,,,,,,,,,,,,,,82,98,3.827742773,4.574619412,303,53803.30488,8.775800505,0.455555556,82,-96.780285,43.570711
University of South Dakota,South Dakota,57069-2390,1,1,2,7165.194971,51451586,163199387,0.181168118,903,93,321,33,4904,213,22,958,590,61,2580,725,75,6491,3717,2751,4124,2974,3336,7062,162124744,294513988,120989512,173524476,8839377,173524476,,,313,817,411,62,138,0,,11,16,29,,29,1741,443,0.503981797,2441,7098,4385,1213,1213,5598,2713,1306,1306,4019,7098,2519,2519,9617,165,120,166,126,8392,132,410,106,7,1586,1603,834,206,72,36,27,13,1,,,,6,563,434,104,48,40,18,0,,7,1586,1609,1397,640,176,84,67,31,1,,54,289,414,558,612,319,200,187,75,5,,,,1,123,294,224,195,256,209,4,,54,289,415,681,906,543,395,443,284,9,,3122,1308,1814,2717,1106,1611,1125,454,671,3122,2717,971,154,20,25,19,25,18,25,440,610,530,660,431,67,6.015188725,6.852569986,1711,62609.0356,16.70575616,0.467462039,309,-96.927382,42.782559
Aquinas College,Tennessee,37205,2,2,2,537.534802,9835241,11908456,0.120495471,23,85,14,52,4588,15,56,5493,15,56,3601,18,67,6778,500,16680,16680,500,16880,16880,9383768,17910595,699454,17211141,620220,17211141,,7591243,124,102,,,,,,,1,,,,226,11,0.523809524,185,828,312,19,19,331,516,10,10,526,828,29,29,857,2,24,120,18,601,1,91,0,0,26,55,56,44,42,37,34,18,0,0,,,,6,10,3,,,0,,,0,26,55,62,54,45,37,34,18,0,0,7,7,30,72,118,85,75,94,26,1,1,,,,1,7,1,,,1,,,7,7,30,73,125,86,75,94,27,1,1,136,25,111,72,14,58,31,6,25,136,72,24,7,17,21,18,23,16,19,450,710,470,740,26,64,4.836896123,11.90620584,162,45561.73077,13.76655051,0.288888889,26,-86.839647,36.129728
Austin Peay State University,Tennessee,37044,1,2,2,8418.729609,58299740,119977885,0.144943923,1411,96,683,47,4696,1029,70,4481,202,14,4216,804,55,5684,1224,4584,16512,1224,6160,17080,112330096,203553656,60750819,142802837,6999331,142802837,,,133,1153,269,,,,,,1,4,,4,1555,381,0.32788296,2695,9296,6975,289,289,7264,2321,603,603,2924,9296,892,892,10188,61,219,1831,652,6793,462,121,49,15,1893,1735,1242,887,520,326,292,64,1,,,,0,83,82,45,31,37,11,0,,15,1893,1735,1325,969,565,357,329,75,1,,115,108,157,359,568,359,252,307,89,7,,,,3,63,153,113,97,126,46,2,,115,108,160,422,721,472,349,433,135,9,,2865,1131,1734,2520,968,1552,1471,593,878,2865,2520,1326,145,19,24,19,24,17,23,450,580,460,560,310,240,3.682265786,4.145518578,1179,54020.56452,9.62140415,0.470409712,310,-87.35373,36.531434
Baptist Memorial College of Health Sciences,Tennessee,38104,2,2,2,739.892791,9239106,15392043,0.013691801,54,98,21,38,4867,33,60,4735,36,65,3007,27,49,6057,850,8880,8880,,,,12864473,22120637,3580260,18540377,,18540377,,,,200,,,,,,,,,,,200,21,0.6,270,1021,558,,,558,463,,,463,1021,,,1021,3,19,333,16,605,,45,0,,76,100,157,107,55,28,26,9,,,,,,,,,,,,,,,76,100,157,107,55,28,26,9,,,,1,41,101,133,88,54,36,9,,,,,,,,,,,,,,,1,41,101,133,88,54,36,9,,,557,117,440,220,38,182,55,6,49,557,220,55,0,21,24,21,26,19,23,,,,,58,,7.838973525,,124,58907.41379,16.21856591,1,58,-90.029204,35.139064
Belmont University,Tennessee,37212-3757,2,2,2,4881.44387,118055277,131989774,0.162700165,821,83,152,15,4661,320,32,4831,667,68,8086,489,50,12819,1090,21770,21770,530,23460,23460,103408923,354831961,121752575,233079386,20361592,233079386,,73357238,,1019,240,,57,,,,,,,,1316,486,0.668500688,1384,4378,4035,505,505,4540,343,541,541,884,4378,1046,1046,5424,26,158,277,106,4573,,234,50,45,1715,1538,487,150,41,26,22,10,0,1,,3,20,237,150,53,21,16,5,,,45,1718,1558,724,300,94,47,38,15,0,1,1,4,21,56,82,53,44,47,34,1,0,,0,3,134,201,88,44,45,26,,,1,4,24,190,283,141,88,92,60,1,0,3220,1296,1924,2466,978,1488,991,429,561,3220,2466,988,3,23,29,24,30,22,27,530,640,540,640,276,325,5.654064808,6.657866169,1101,70765.65942,15.17993487,0.459234609,276,-86.795728,36.134154
Bethel University,Tennessee,38201,2,2,2,2692.120941,32598986,46739415,0.036653901,337,100,337,100,3190,226,67,5608,326,97,7902,232,69,4492,650,11592,11592,160,15488,15488,34035022,48944981,28223963,20721018,304889,20721018,,149089,,456,188,,,,,,,,,,644,41,0.162698413,429,2473,2414,102,102,2516,70,389,389,459,2484,491,491,2975,4,13,925,29,1557,14,369,64,2,443,307,267,247,268,302,408,170,,0,,,,14,32,11,17,20,7,,1,2,443,307,281,279,279,319,428,177,,1,0,2,0,6,7,3,11,3,1,,37,,,,20,76,37,45,66,19,,126,0,2,0,26,83,40,56,69,20,,163,1078,598,480,578,317,261,346,198,148,1078,578,346,0,17,23,16,22,16,23,475,565,420,530,97,194,3.603107072,7.726250215,529,41607.13402,11.14363012,0.318032787,97,-88.516718,36.136806
Bryan College,Tennessee,37321-7000,2,2,2,1084.228389,15649909,19074558,0.268488654,189,99,79,41,4922,91,48,5713,184,96,6895,100,52,5401,120,17740,17740,0,11208,11208,16635846,36095334,14998792,21096542,4435777,21096542,,4856989,1,303,29,,,,,,,,,,333,73,0.553030303,298,1098,995,48,48,1043,103,2,2,105,1098,50,50,1148,5,10,65,25,1020,1,5,17,6,227,333,141,73,53,60,74,28,,,,,,1,8,6,16,14,3,,,6,227,333,142,81,59,76,88,31,,,40,16,4,8,8,7,6,9,5,,,,,,0,0,1,0,1,0,,,40,16,4,8,8,8,6,10,5,,,478,214,264,356,158,198,191,83,108,478,356,191,0,20,28,21,30,18,26,480,610,520,660,49,40,4.519343018,5.995046861,258,47054.36957,14.94150141,0.429824561,46,-84.998386,35.496087
Carson-Newman College,Tennessee,37760,2,2,2,2001.222481,35245118,44600253,0.356001078,512,100,208,41,5036,366,71,5282,510,100,7603,343,67,5774,852,17850,17850,154,5490,5490,37863501,107929285,49475403,58453882,3588024,58453882,,28289913,,326,81,,,,,,,,,,407,239,0.533482143,629,1902,1774,133,133,1907,128,115,115,243,1902,248,248,2150,5,15,159,24,1761,0,110,76,16,793,662,205,40,17,19,17,3,0,2,,,2,46,36,15,10,16,8,,,16,793,664,251,76,32,29,33,11,0,2,71,11,2,18,5,3,5,6,5,2,0,,,0,11,35,19,18,24,8,,,71,11,2,29,40,22,23,30,13,2,0,3031,1367,1664,2236,1020,1216,513,253,260,3031,2236,513,0,20,25,20,25,18,20,460,472,,,130,77,6.496029364,4.747098381,492,47058.94615,19.08833244,0.577777778,130,-83.492202,36.122269
Chattanooga State Community College,Tennessee,37406-1097,1,2,2,6095.735477,27498556,62919145,0.027182155,1072,85,753,60,4452,438,35,2345,114,9,2459,467,37,5471,292,2700,11475,,,,74781202,60028267,11295019,48733248,2230000,48733248,,,745,,,,,86,99,,,,,,745,81,0.080039526,2543,9431,4410,,,4410,5021,,,5021,9431,,,9431,40,127,1601,275,7176,186,15,11,90,1345,1104,626,522,291,178,181,72,1,,,,,,,,,,,,,90,1345,1104,626,522,291,178,181,72,1,,586,448,509,734,832,600,474,558,275,5,,,,,,,,,,,,,586,448,509,734,832,600,474,558,275,5,,,,,,,,,,,,,,,,,,,,,,,,,214,398,3.510651025,6.52915471,1018,47703.01869,9.203155257,0.349673203,214,-85.235488,35.095898
Christian Brothers University,Tennessee,38104,2,2,2,1557.049464,33486641,44446820,0.392946578,294,98,123,41,5385,217,72,5438,292,97,12099,188,63,5917,550,23180,23180,140,14280,14280,40635757,65273555,11399957,53873598,3238097,53873598,,23666455,,257,182,,,,,,,,,,439,136,0.548387097,390,1425,1257,69,69,1326,168,432,432,600,1425,501,501,1926,5,89,601,85,980,,129,37,11,481,459,134,54,39,28,42,9,,,,,0,25,20,11,3,7,3,0,,11,481,459,159,74,50,31,49,12,0,,0,2,4,24,23,31,37,35,12,,,,,1,86,110,66,58,72,38,1,,0,2,5,110,133,97,95,107,50,1,,1634,664,970,972,433,539,308,154,154,1634,972,306,2,22,27,22,29,20,27,500,610,470,590,98,83,6.293955476,5.330594944,357,52781.40816,16.18445694,0.541436464,98,-89.983777,35.128436
Cleveland State Community College,Tennessee,37312,1,2,2,2562.807408,9645989,23206055,0.0646364,564,85,458,69,3453,315,48,2176,94,14,2045,114,17,4060,269,2664,11040,,,,24546659,16842429,5036267,11806162,1428848,11806162,,,322,,,,,117,58,,,,,,322,74,0.149193548,1015,3582,2031,,,2031,1584,,,1584,3615,,,3615,13,37,193,100,3204,12,52,4,6,705,426,238,221,149,115,117,53,1,0,,,,,,,,,,,,6,705,426,238,221,149,115,117,53,1,0,316,179,146,196,189,167,125,190,73,2,1,,,,,,,,,,,,316,179,146,196,189,167,125,190,73,2,1,1104,447,657,1104,447,657,713,284,429,1104,1104,632,81,16,21,15,22,16,20,,,,,69,131,2.69235994,5.111581916,340,44174.57971,7.452764472,0.345,69,-84.876113,35.204264
Columbia State Community College,Tennessee,38401,1,2,2,3615.445783,13764065,32631431,0.023429852,671,79,397,47,4263,409,48,2296,125,15,2239,140,17,4388,241,2664,11040,,,,36530559,36773353,6161017,30612336,986725,30612336,,,543,,,,,31,32,,,,,,543,112,0.139303483,1839,5581,2622,,,2622,2959,,,2959,5581,,,5581,20,58,421,151,4808,,102,21,10,1071,737,273,206,132,82,87,23,1,,,,,,,,,,,,,10,1071,737,273,206,132,82,87,23,1,,414,485,380,401,418,261,227,267,104,2,,,,,,,,,,,,,414,485,380,401,418,261,227,267,104,2,,,,,,,,,,,,,,,,,,,,,,,,,97,160,2.682933332,4.425457042,402,49237.02062,6.665844669,0.377431907,97,-87.099981,35.618639
Cumberland University,Tennessee,37087,2,2,2,1126.616072,24856497,23496698,0.378651586,199,100,87,44,5168,154,77,5047,186,93,7856,120,60,7042,900,16530,16530,0,12600,12600,17990519,32923557,6542495,26381062,1006498,26381062,,8742299,2,203,142,,,,,,,,,,347,65,0.320197044,401,1041,903,80,80,983,138,234,234,372,1041,314,314,1355,5,13,184,23,981,,108,41,3,281,277,211,66,24,26,9,6,,,,,,22,27,12,11,7,1,0,,3,281,277,233,93,36,37,16,7,0,,38,14,3,19,22,12,6,17,7,,,,,,25,64,54,39,36,15,1,,38,14,3,44,86,66,45,53,22,1,,675,318,357,384,181,203,201,99,102,675,384,200,1,20,24,20,25,17,24,450,560,410,510,39,71,3.461693914,8.876138241,265,43959.07692,11.98278663,0.28057554,39,-86.29925,36.20564
Lipscomb University,Tennessee,37204-3951,2,2,2,3111.826155,62225237,87241948,0.24053877,592,99,151,25,4849,343,57,4808,582,97,8224,330,55,9139,1060,19330,19330,0,16002,16002,83296500,194512319,107910570,86601749,,86601749,,74740696,,462,294,,,,,,7,,,,756,262,0.551578947,759,2526,2306,616,616,2922,207,284,284,491,2513,900,900,3413,15,73,252,73,2592,,356,52,23,1031,880,261,55,23,20,11,2,,0,,1,34,235,186,56,33,34,36,1,0,23,1032,914,496,241,79,53,45,38,1,0,0,2,18,53,50,27,16,22,16,,3,,0,1,53,84,51,29,36,26,2,2,0,2,19,106,134,78,45,58,42,2,5,2683,1046,1637,1783,713,1070,605,237,368,2683,1783,601,4,21,27,21,29,20,27,490,630,510,620,122,165,3.920527495,5.302352759,691,66966.66393,16.48549676,0.425087108,122,-86.80091,36.10539
Draughons Junior College Inc,Tennessee,37217,3,2,2,1642.07327,20624923,20372471,0.012240143,391,87,361,80,4034,36,8,1482,55,12,1255,338,75,7080,1108,12500,12500,,,,14939310,13160980,2622322,,,,,,375,0,,,,19,76,,,,,,375,,,827,1832,1517,,,1517,315,,,315,1832,,,1832,15,13,603,72,1001,33,89,6,,104,187,217,335,265,148,183,72,,6,,,,,,,,,,,,,104,187,217,335,265,148,183,72,,6,,25,38,62,70,40,33,34,12,,1,,,,,,,,,,,,,25,38,62,70,40,33,34,12,,1,,,,,,,,,,,,,,,,,,,,,,,,44,51,2.679539385,3.105829742,170,30063.25,7.064240197,0.463157895,44,-86.722207,36.132547
Dyersburg State Community College,Tennessee,38024-2411,1,2,2,2344.135934,8632010,27154927,0.30085878,679,93,494,68,4502,282,39,2349,119,16,1112,332,45,3136,270,2664,11040,,,,29175092,33321404,3193148,30128256,866324,30128256,,,215,,,,,12,,,,,,,215,41,0.078544061,1185,3331,1813,,,1813,1582,,,1582,3395,,,3395,6,16,708,55,2430,144,34,2,5,640,394,205,187,129,87,133,33,0,,,,,,,,,,,,,5,640,394,205,187,129,87,133,33,0,,376,175,125,163,192,187,114,182,67,1,,,,,,,,,,,,,376,175,125,163,192,187,114,182,67,1,,877,315,562,877,315,562,877,315,562,877,877,740,137,15,21,15,21,15,19,,,,,54,128,2.303620674,5.46043419,330,46971.83333,8.318630211,0.296703297,54,-89.3931,36.04846
East Tennessee State University,Tennessee,37614-0000,1,1,2,12722.19077,100585828,297337419,0.191659266,1957,95,907,44,4818,1412,68,4535,589,28,4212,915,44,5328,949,4584,16512,949,6220,17252,297431531,380706435,178472986,202233449,22509511,202233449,,,,1873,648,57,126,,,,25,8,,8,2704,580,0.392156863,3353,11648,9855,1787,1787,11642,1793,986,986,2779,11648,2773,2773,14421,68,248,653,329,12505,320,19,279,12,3014,3032,2175,809,340,210,195,67,1,,,,33,658,592,199,123,121,56,5,,12,3014,3065,2833,1401,539,333,316,123,6,,95,56,100,316,363,237,209,272,134,11,,,,1,60,177,170,147,236,179,16,,95,56,101,376,540,407,356,508,313,27,,4721,1983,2738,4024,1731,2293,2065,925,1140,4721,4024,2033,32,19,25,19,26,18,24,430,560,420,550,758,312,5.958093332,6.917047668,3085,56798.50581,17.00178876,0.462759463,516,-82.370737,36.301866
Fisk University,Tennessee,37208-4501,2,2,2,618.841343,10412034,21230225,0.428198659,77,81,45,47,6267,18,19,4709,67,71,6473,57,60,6545,1160,15900,15900,1160,15900,15900,24340136,107539550,19025140,88514410,1084190,88514410,,73262070,,163,7,,,,,,6,,,,170,101,0.587209302,124,600,567,32,32,599,33,18,18,51,600,50,50,650,0,5,553,1,4,16,6,65,3,161,263,116,14,4,5,1,,,,,,0,12,12,5,3,0,0,,,3,161,263,128,26,9,8,1,0,,,0,2,9,14,8,0,0,0,,,,,,1,0,9,4,1,2,1,,,0,2,10,14,17,4,1,2,1,,,1025,309,716,654,185,469,96,35,61,1025,654,96,0,18,22,16,23,17,22,383,508,405,520,70,17,11.31146146,2.747069211,203,51351.30909,28.92502287,0.804597701,55,-86.803333,36.166544
Free Will Baptist Bible College,Tennessee,37205-0117,2,2,2,258.071418,3948490,6103655,0.225823036,51,94,22,41,3980,10,19,4000,34,63,5878,40,74,6288,844,10152,10152,,,,4938380,12934731,5432104,7502627,5274935,7502627,,1159648,10,40,,,,,,,,,,,50,49,0.604938272,90,303,229,,,229,74,,,74,303,,,303,1,1,27,3,254,1,2,14,5,82,71,40,15,8,2,5,1,,,,,,,,,,,,,,5,82,71,40,15,8,2,5,1,,,0,3,7,12,13,12,13,11,3,,,,,,,,,,,,,,0,3,7,12,13,12,13,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,18,23,6.97481346,8.912261644,80,36911.16667,19.76197147,0.43902439,18,-86.826622,36.134095
Freed-Hardeman University,Tennessee,38340-2399,2,2,2,1701.102627,28782984,41862416,0.331582994,397,98,185,46,5341,194,48,4988,388,96,7742,257,63,10000,2938,12060,12060,288,6426,6426,34897339,85551965,35445041,50106924,4810073,50106924,,32669510,12,235,83,,,,,,0,21,,21,330,202,0.547425474,539,1496,1404,94,94,1498,92,437,437,529,1496,531,531,2027,9,3,322,9,1592,,41,51,4,601,555,189,34,7,5,7,2,0,,,,,30,29,10,15,8,2,,,4,601,555,219,63,17,20,15,4,0,,29,8,8,18,10,5,3,4,5,2,,,,,40,103,104,81,67,42,,,29,8,8,58,113,109,84,71,47,2,,794,334,460,790,332,458,503,216,287,794,790,493,10,20,26,20,28,19,25,483,590,485,628,106,32,6.231252502,1.881132831,316,54013.36792,15.10784805,0.768115942,106,-88.639006,35.440791
Jackson State Community College,Tennessee,38301-3797,1,2,2,3519.418641,13843174,30566607,0.049880251,865,84,696,68,4415,502,49,2192,50,5,2288,1,0,4000,253,2700,8484,,,,31458567,29539630,11151660,18387970,128645,18387970,,,534,,,,,22,13,,,,,,534,78,0.087936866,1611,5080,2716,,,2716,2393,,,2393,5109,,,5109,13,35,969,106,3868,68,46,4,7,1029,653,318,272,188,109,109,30,1,,,,,,,,,,,,,7,1029,653,318,272,188,109,109,30,1,,462,234,247,330,319,248,205,264,81,3,,,,,,,,,,,,,462,234,247,330,319,248,205,264,81,3,,4199,1375,2824,2138,692,1446,897,318,579,4199,2138,754,143,16,21,16,22,16,20,,,,,99,168,2.812964586,4.773515661,420,47273.30303,7.103445924,0.370786517,99,-88.78003,35.64558
Johnson Bible College,Tennessee,37998,2,2,2,696.048113,6013547,29187816,0.226872759,127,100,59,46,4070,11,9,4934,121,95,3083,86,68,6064,770,7840,7840,300,5000,5000,15511249,147111405,30711275,116400130,3238503,116400130,,103890489,14,165,30,,,,,,,,,,209,89,0.601351351,217,676,622,28,28,650,54,65,65,119,676,93,93,769,4,6,12,20,711,3,3,10,1,213,240,95,25,11,12,18,7,0,0,,,2,16,4,2,1,2,1,0,,1,213,242,111,29,13,13,20,8,0,0,0,4,5,13,14,4,6,2,3,1,2,,,0,5,13,10,12,16,8,1,,0,4,5,18,27,14,18,18,11,2,2,235,122,113,230,117,113,127,69,58,235,230,127,0,19,25,19,26,18,25,450,550,470,570,30,25,4.310046883,3.591705736,165,54202,17.67119222,0.545454545,30,-83.749385,35.93717
King College,Tennessee,37620-2699,2,2,2,1647.100409,25197624,22251483,0.393467575,196,95,98,47,4303,107,52,5238,195,94,12649,160,77,6817,1288,20592,20592,0,4500,4500,20838513,64687975,17148911,47539064,5368164,47539064,,37262451,,455,191,,,,,,2,,,,646,98,0.569767442,618,1519,1342,205,205,1547,177,80,80,257,1519,285,285,1804,8,7,44,31,1344,,325,45,33,331,306,139,113,121,93,155,47,0,4,,,2,43,52,33,24,38,12,,1,33,331,308,182,165,154,117,193,59,0,5,111,4,2,11,5,9,4,9,3,1,18,,,0,8,16,11,18,18,9,,0,111,4,2,19,21,20,22,27,12,1,18,935,356,579,576,218,358,207,83,124,935,576,207,0,20,25,19,25,18,25,430,570,430,560,78,44,4.73559472,2.671361124,267,43389.79487,13.11395461,0.639344262,78,-82.154681,36.587659
Lambuth University,Tennessee,38301,2,2,2,611.49999,10684930,9467157,0.550276885,154,99,76,49,4975,91,59,5283,154,99,9672,113,73,7081,550,18020,18020,,,,10953003,17102643,14108081,2994562,1151857,2994562,,5051217,,137,,,,,,,,,,,137,76,0.351851852,223,654,584,,,584,70,,,70,654,,,654,1,8,172,7,426,,19,21,1,209,205,128,23,8,4,5,1,0,,,,,,,,,,,,,1,209,205,128,23,8,4,5,1,0,,0,0,1,10,12,10,10,15,8,4,,,,,,,,,,,,,0,0,1,10,12,10,10,15,8,4,,694,406,208,357,211,146,155,120,35,694,357,155,0,18,23,17,24,17,23,410,555,373,523,33,36,5.39656591,5.887162811,147,40874.18182,17.17089153,0.47826087,33,-88.826646,35.62401
Lane College,Tennessee,38301-4598,2,2,2,2130.821425,17701163,31501051,0.073231516,684,99,629,91,5697,192,28,4405,106,15,1895,604,87,5793,670,7330,7330,,,,30531339,58648456,30643950,28004506,2635742,28004506,,3634970,,262,,,,,,,,,,,262,115,0.32122905,778,2146,2121,,,2121,25,,,25,2146,,,2146,2,0,2138,2,0,0,0,4,2,887,674,356,78,40,24,35,25,,,,,,,,,,,,,,2,887,674,356,78,40,24,35,25,,,0,0,0,3,3,3,4,6,6,,,,,,,,,,,,,,0,0,0,3,3,3,4,6,6,,,5619,2317,3302,2064,840,1224,687,321,366,5619,2064,687,0,16,19,15,18,16,18,,,,,92,4,4.317583769,0.187721033,361,41893.16304,14.36065906,0.958333333,92,-88.807201,35.627755
Le Moyne-Owen College,Tennessee,38126-6595,2,2,2,835.964273,9105629,17692162,0.267301688,181,91,161,81,3040,48,24,2867,23,12,3127,143,72,2107,200,10098,10098,,,,14938745,27655276,10537029,17118247,1197276,17118247,,13411900,,65,,,,,,,,,,,65,23,0.172932331,336,890,801,,,801,89,,,89,890,,,890,0,1,886,2,1,0,0,0,6,270,150,129,78,52,49,51,14,2,,,,,,,,,,,,,6,270,150,129,78,52,49,51,14,2,,0,2,4,8,21,14,12,14,14,0,,,,,,,,,,,,,0,2,4,8,21,14,12,14,14,0,,939,337,602,677,231,446,148,61,87,939,677,101,47,15,18,13,18,14,17,,,,,52,44,6.220361525,5.263382829,178,37395.07692,15.67052615,0.541666667,52,-90.034458,35.119371
